Date,Close,return
2012-02-01,59.810001,0.030318725759151066
2012-03-01,61.080002,0.021233923737937976
2012-04-01,63.279999,0.0360182863124332
2012-05-01,58.75,-0.07158658456995226
2012-06-01,63.790001,0.08578725106382978
2012-07-01,66.199997,0.03778015303683713
2012-08-01,66.889999,0.010422991408896909
2012-09-01,66.43,-0.0068769473295999806
2012-10-01,68.690002,0.03402080385368067
2012-11-01,66.699997,-0.028970810045980344
2012-12-01,67.580002,0.01319347885427935
2013-01-01,65.040001,-0.03758509802944354
2013-02-01,65.68,0.009840082874537526
2013-03-01,70.150002,0.06805727771010961
2013-04-01,75.739998,0.07968632702248524
2013-05-01,82.389999,0.08780038520729838
2013-06-01,82.800003,0.004976380689117432
2013-07-01,92.059998,0.11183568435377933
2013-08-01,92.269997,0.002281110195114344
2013-09-01,95.260002,0.032404953909340506
2013-10-01,107.510002,0.12859542035281502
2013-11-01,112.68,0.04808853040482686
2013-12-01,114.610001,0.01712815938942125
2014-01-01,115.550003,0.00820174497686299
2014-02-01,121.029999,0.04742532113997444
2014-03-01,123.379997,0.019416657187611763
2014-04-01,121.510002,-0.015156387141102012
2014-05-01,121.550003,0.00032919923744212376
2014-06-01,119.629997,-0.015796017709682864
2014-07-01,123.269997,0.030427151143370912
2014-08-01,127.220001,0.032043515016877855
2014-09-01,131.759995,0.03568616541670999
2014-10-01,137.960007,0.047055344833611956
2014-11-01,140.929993,0.021527876553384173
2014-12-01,147.389999,0.04583840432036346
2015-01-01,156.949997,0.06486191780217054
2015-02-01,165.710007,0.05581401826978061
2015-03-01,160.960007,-0.028664533216753774
2015-04-01,154.039993,-0.04299213282216108
2015-05-01,159.179993,0.03336795789129887
2015-06-01,158.630005,-0.003455132706281616
2015-07-01,173.009995,0.0906511350106809
2015-08-01,163.740005,-0.053580661625936776
2015-09-01,165.949997,0.013496958180745144
2015-10-01,187.75,0.13136488938894053
2015-11-01,186.360001,-0.007403456724367485
2015-12-01,188.809998,0.013146581813980651
2016-01-01,185.059998,-0.01986123637372217
2016-02-01,192.220001,0.03869017117356721
2016-03-01,197.899994,0.029549437990066263
2016-04-01,206.259995,0.04224356368601012
2016-05-01,212.669998,0.0310772963996242
2016-06-01,222.279999,0.045187384635231975
2016-07-01,216.630005,-0.025418364339654276
2016-08-01,212.070007,-0.021049706387626266
2016-09-01,213.949997,0.00886494995966114
2016-10-01,229.0,0.07034355321818486
2016-11-01,249.649994,0.09017464628820959
2016-12-01,232.580002,-0.06837569561487744
2017-01-01,229.080002,-0.015048585303563677
2017-02-01,247.089996,0.07861879624045054
2017-03-01,237.839996,-0.03743575276111133
2017-04-01,245.960007,0.03414064554558771
2017-05-01,259.220001,0.05391117914547805
2017-06-01,256.709991,-0.009682933378277525
2017-07-01,263.130005,0.025008820167034207
2017-08-01,272.209991,0.034507603950374444
2017-09-01,287.720001,0.05697810702326511
2017-10-01,295.529999,0.027144438943610183
2017-11-01,307.399994,0.04016511027701131
2017-12-01,306.910004,-0.001593981813805656
2018-01-01,340.529999,0.10954349666620833
2018-02-01,350.040009,0.02792708433303126
2018-03-01,349.119995,-0.0026283109825882
2018-04-01,322.040009,-0.0775664138056602
2018-05-01,327.25,0.01617808612097016
2018-06-01,307.700012,-0.05974022307104654
2018-07-01,300.48999,-0.023431984786533078
2018-08-01,298.48999,-0.006655795755459271
2018-09-01,317.369995,0.06325171909449967
2018-10-01,261.950012,-0.17462262933835315
2018-11-01,259.880005,-0.007902297786495316
2018-12-01,244.899994,-0.05764202982834321
2019-01-01,275.549988,0.12515310229039867
2019-02-01,289.959991,0.052295422346380294
2019-03-01,269.600006,-0.07021653204562284
2019-04-01,289.910004,0.07533381879820888
2019-05-01,303.25,0.04601426586162227
2019-06-01,323.109985,0.06549046990931573
2019-07-01,345.570007,0.06951200223663778
2019-08-01,367.869995,0.06453102858547566
2019-09-01,374.790009,0.01881103132643358
2019-10-01,352.480011,-0.05952666150180119
2019-11-01,351.769989,-0.002014361035638901
2019-12-01,343.970001,-0.022173545907578807
