Date,Close,return
2012-02-01,47.16,0.027227183620126327
2012-03-01,45.0,-0.04580152671755722
2012-04-01,43.41,-0.03533333333333344
2012-05-01,36.459999,-0.1601013821700068
2012-06-01,40.540001,0.11190351376586682
2012-07-01,39.900002,-0.015786852101952298
2012-08-01,42.060001,0.0541353105696587
2012-09-01,42.360001,0.007132667448105812
2012-10-01,42.889999,0.01251175607857058
2012-11-01,41.759998,-0.026346491637829095
2012-12-01,41.639999,-0.0028735394096522926
2013-01-01,44.52,0.06916429080605879
2013-02-01,40.400002,-0.09254263252470807
2013-03-01,42.349998,0.04826722533330563
2013-04-01,43.599998,0.02951594000075275
2013-05-01,42.91,-0.01582564292778188
2013-06-01,41.740002,-0.02726632486599856
2013-07-01,41.439999,-0.0071874217926486406
2013-08-01,41.299999,-0.0033783784599029643
2013-09-01,42.029999,0.017675545222168187
2013-10-01,46.5,0.10635263160486885
2013-11-01,47.009998,0.01096769892473115
2013-12-01,48.610001,0.03403537690003722
2014-01-01,46.889999,-0.03538370632825116
2014-02-01,50.610001,0.07933465726881317
2014-03-01,48.099998,-0.04959500000800232
2014-04-01,50.619999,0.05239087535928788
2014-05-01,50.450001,-0.003358316937145722
2014-06-01,52.75,0.04558967203984787
2014-07-01,48.970001,-0.07165874881516576
2014-08-01,47.84,-0.023075372205934808
2014-09-01,43.950001,-0.08131268812709036
2014-10-01,43.459999,-0.011149078244617083
2014-11-01,39.32,-0.09525998838610195
2014-12-01,38.119999,-0.03051884537131233
2015-01-01,38.830002,0.01862547268167547
2015-02-01,41.439999,0.06721598932701567
2015-03-01,39.110001,-0.05622582182012126
2015-04-01,43.16,0.10355405002418694
2015-05-01,41.459999,-0.03938834569045402
2015-06-01,39.959999,-0.036179450944993974
2015-07-01,36.970001,-0.07482477664726672
2015-08-01,33.540001,-0.09277792554022402
2015-09-01,30.559999,-0.08884919234200372
2015-10-01,35.700001,0.16819378822623654
2015-11-01,34.599998,-0.030812408100492794
2015-12-01,31.26,-0.09653173968391549
2016-01-01,32.369999,0.03550860524632116
2016-02-01,29.09,-0.1013283627225321
2016-03-01,30.18,0.03746992093502932
2016-04-01,33.580002,0.11265745526838966
2016-05-01,31.4,-0.06491965068971706
2016-06-01,35.509998,0.13089165605095565
2016-07-01,34.400002,-0.031258689454164545
2016-08-01,33.860001,-0.015697702575715122
2016-09-01,35.16,0.03839335385725473
2016-10-01,35.549999,0.011092121729237903
2016-11-01,35.009998,-0.0151899019743994
2016-12-01,37.380001,0.06769503385861375
2017-01-01,35.98,-0.03745320927091478
2017-02-01,33.919998,-0.05725408560311274
2017-03-01,34.52,0.017688739250515395
2017-04-01,34.32,-0.005793742757821629
2017-05-01,36.150002,0.05332173659673667
2017-06-01,34.650002,-0.04149377363796547
2017-07-01,35.139999,0.014141326745089389
2017-08-01,34.73,-0.011667587127706103
2017-09-01,38.43,0.10653613590555722
2017-10-01,40.669998,0.058287743950039106
2017-11-01,40.07,-0.014752840656643285
2017-12-01,42.029999,0.048914374844022834
2018-01-01,42.790001,0.018082370166128348
2018-02-01,38.860001,-0.09184388661266918
2018-03-01,40.540001,0.04323211417313133
2018-04-01,44.59,0.09990130488649984
2018-05-01,45.82,0.027584660237721437
2018-06-01,45.66,-0.0034919249236142758
2018-07-01,45.09,-0.012483574244415041
2018-08-01,42.880001,-0.04901306276336226
2018-09-01,46.099998,0.07509321186816198
2018-10-01,43.369999,-0.05921906981427638
2018-11-01,40.349998,-0.06963341179694282
2018-12-01,37.919998,-0.060223051312171094
2019-01-01,41.119999,0.08438821647617178
2019-02-01,42.650002,0.03720824506829401
2019-03-01,43.720001,0.025087900347577907
2019-04-01,43.73,0.0002287053927558791
2019-05-01,40.720001,-0.06883144294534627
2019-06-01,41.700001,0.024066797051404798
2019-07-01,39.740002,-0.047002372973564244
2019-08-01,36.950001,-0.07020636284819504
2019-09-01,37.990002,0.028146169738939797
2019-10-01,37.91,-0.0021058698549160093
2019-11-01,37.419998,-0.012925402268530672
2019-12-01,37.740002,0.00855168404872697
