Date,DG,MRK,CB,NOC,BP,SPY,rates
2016-01-01,0.0443856249734677,-0.040704303609366,-0.0323491490346453,-0.0198612363737221,0.0355086052463211,-0.0497866005245155,0.0001833333333333
2016-02-01,-0.0107913405486633,-0.0090783440714553,0.0217564252233131,0.0386901711735672,-0.1013283627225321,-0.0008259498202253,0.0002083333333333
2016-03-01,0.1528619259259258,0.0537741515108283,0.0313338789174575,0.0295494379900662,0.0374699209350293,0.0617896575923708,0.0002083333333333
2016-04-01,-0.0431074075492384,0.0364770157713603,-0.0108266972584691,0.0422435636860101,0.1126574552683896,0.0039412124573527,0.0001583333333333
2016-05-01,0.0975460579882281,0.0258935122281862,0.0742406238398045,0.0310772963996242,-0.064919650689717,0.017011554141312,0.0001833333333333
2016-06-01,0.045606205881953,0.0239957729796498,0.0323829552769689,0.0451873846352319,0.1308916560509556,-0.0017155928653372,0.0001833333333333
2016-07-01,0.0078723191489362,0.0182259767015104,-0.041695392151574,-0.0254183643396542,-0.0312586894541645,0.0364712580956894,0.0002166666666666
2016-08-01,-0.2251424366717845,0.070405769667035,0.0133322527010657,-0.0210497063876262,-0.0156977025757151,0.0011975405581601,0.0002166666666666
2016-09-01,-0.0465877375514105,-0.006051978661993,-0.0100842826754904,0.0088649499596611,0.0383933538572547,-0.0049682674356364,0.00015
2016-10-01,-0.0128590087972284,-0.0591251357542901,0.0107441144330422,0.0703435532181848,0.0110921217292379,-0.0173370316596805,0.0001999999999999
2016-11-01,0.1191200532129137,0.0420640653195285,0.0078740157480314,0.0901746462882095,-0.0151899019743994,0.0368383998564327,0.0002416666666666
2016-12-01,-0.0420331091567511,-0.0379147009530566,0.0321874609374999,-0.0683756956148774,0.0676950338586137,0.0142934655074538,0.0003416666666666
2017-01-01,-0.0033751856352098,0.0529981451806311,-0.0047683168622584,-0.0150485853035636,-0.0374532092709147,0.0178946898308713,0.0004083333333333
2017-02-01,-0.0108372121376318,0.0625907384729638,0.0508022872156708,0.0786187962404505,-0.0572540856031127,0.039291530959836,0.0003916666666666
2017-03-01,-0.0450560686821174,-0.0353726964484494,-0.0138959110356214,-0.0374357527611113,0.0176887392505153,-0.0030870554273816,0.0005416666666666
2017-04-01,0.0427362092613132,-0.0190431690886121,0.0073394495412844,0.0341406455455877,-0.0057937427578216,0.0099261769337792,0.0006083333333333
2017-05-01,0.0093522212811474,0.0446013883200941,0.0432787030965391,0.053911179145478,0.0533217365967366,0.0141129031072504,0.0005916666666666
2017-06-01,-0.0177136260759454,-0.0156658529952703,0.0152943848691335,-0.0096829333782775,-0.0414937736379654,0.0014910578073967,0.0006833333333333
2017-07-01,0.0425857701531846,-0.0032766475262628,0.0074288207652764,0.0250088201670342,0.0141413267450893,0.0205541808864244,0.0007916666666666
2017-08-01,-0.0345929465357666,-0.0003130383294197,-0.0344121859833039,0.0345076039503744,-0.0116675871277061,0.0029177006456586,0.0007999999999999
2017-09-01,0.1170066873485857,0.0026620446574681,0.0079904187242316,0.0569781070232651,0.1065361359055572,0.0151116850153201,0.0008166666666666
2017-10-01,-0.0025910794845992,-0.1396220306066412,0.0580147585124919,0.0271444389436101,0.0582877439500391,0.0235640572155244,0.0008166666666666
