Date,Close,return
2012-02-01,71.709999,0.030316107192991604
2012-03-01,73.199997,0.020778106551082143
2012-04-01,75.970001,0.03784158625033829
2012-05-01,72.330002,-0.04791363633126722
2012-06-01,74.129997,0.02488586962848438
2012-07-01,73.5,-0.008498543443890894
2012-08-01,73.730003,0.0031292925170067765
2012-09-01,75.599998,0.025362741406642852
2012-10-01,78.650002,0.040343969321269046
2012-11-01,79.230003,0.00737445626511235
2012-12-01,79.800003,0.007194244331910626
2013-01-01,85.330002,0.06929823047751005
2013-02-01,85.389999,0.0007031172927900453
2013-03-01,88.970001,0.04192530790403204
2013-04-01,89.139999,0.001910733933789821
2013-05-01,89.68,0.00605789775698784
2013-06-01,89.480003,-0.002230118198037534
2013-07-01,91.379997,0.021233727495516552
2013-08-01,87.720001,-0.04005248544711604
2013-09-01,93.559998,0.06657543243758046
2013-10-01,95.440002,0.020094100472298093
2013-11-01,102.779999,0.0769069242056386
2013-12-01,103.529999,0.0072971395923053795
2014-01-01,93.809998,-0.09388584076002948
2014-02-01,97.870003,0.04327902234898251
2014-03-01,99.059998,0.012158934949659583
2014-04-01,102.32,0.03290936872419481
2014-05-01,103.709999,0.013584822126661455
2014-06-01,103.699997,-9.644200266556435e-05
2014-07-01,100.099998,-0.03471551691558872
2014-08-01,106.330002,0.06223780344131469
2014-09-01,104.870003,-0.013730828294351016
2014-10-01,109.300003,0.04224277556280809
2014-11-01,114.339996,0.046111554086599504
2014-12-01,114.879997,0.004722765601635981
2015-01-01,107.959999,-0.06023675296579267
2015-02-01,114.010002,0.05603930211225738
2015-03-01,111.489998,-0.02210335896669835
2015-04-01,106.989998,-0.04036236506166235
2015-05-01,106.480003,-0.004766753991340411
2015-06-01,101.68,-0.045078914958332494
2015-07-01,108.769997,0.06972853068450036
2015-08-01,102.160004,-0.060770370343946944
2015-09-01,103.400002,0.012137802970328737
2015-10-01,113.540001,0.09806575245520799
2015-11-01,114.849998,0.011537757516842051
2015-12-01,116.849998,0.017414018587967206
2016-01-01,113.07,-0.032349149034645364
2016-02-01,115.529999,0.021756425223313114
2016-03-01,119.150002,0.031333878917457536
2016-04-01,117.860001,-0.010826697258469187
2016-05-01,126.610001,0.07424062383980456
2016-06-01,130.710007,0.032382955276968994
2016-07-01,125.260002,-0.04169539215157403
2016-08-01,126.93,0.01333225270106575
2016-09-01,125.650002,-0.010084282675490441
2016-10-01,127.0,0.01074411443304224
2016-11-01,128.0,0.007874015748031482
2016-12-01,132.119995,0.03218746093749991
2017-01-01,131.490005,-0.004768316862258426
2017-02-01,138.169998,0.050802287215670816
2017-03-01,136.25,-0.013895911035621489
2017-04-01,137.25,0.007339449541284404
2017-05-01,143.190002,0.04327870309653914
2017-06-01,145.380005,0.015294384869133593
2017-07-01,146.460007,0.0074288207652764005
2017-08-01,141.419998,-0.03441218598330398
2017-09-01,142.550003,0.007990418724231674
2017-10-01,150.820007,0.05801475851249194
2017-11-01,152.110001,0.00855320209605881
2017-12-01,146.130005,-0.03931362803685734
2018-01-01,156.149994,0.06856900470235372
2018-02-01,141.919998,-0.09113030129223065
2018-03-01,136.770004,-0.03628800783945896
2018-04-01,135.669998,-0.00804274305643804
2018-05-01,130.690002,-0.03670668588054371
2018-06-01,127.019997,-0.028081757929730444
2018-07-01,139.720001,0.09998428830068384
2018-08-01,135.240005,-0.032064099398338874
2018-09-01,133.639999,-0.01183086321240534
2018-10-01,124.910004,-0.06532471614280688
2018-11-01,133.740005,0.0706909031881866
2018-12-01,129.179993,-0.03409609562972571
2019-01-01,133.050003,0.029958276898188085
2019-02-01,133.899994,0.0063885079356216234
2019-03-01,140.080002,0.046153907968061736
2019-04-01,145.199997,0.03655050633137469
2019-05-01,146.070007,0.005991804531511269
2019-06-01,147.289993,0.008352063678616739
2019-07-01,152.839996,0.03768078799487751
2019-08-01,156.279999,0.0225072172862395
2019-09-01,161.440002,0.03301768001674987
2019-10-01,152.419998,-0.055872174729036495
2019-11-01,151.479996,-0.006167182865335019
2019-12-01,155.660004,0.027594455442156107
